es_term,en_term
inhalatorio,Inhaled
salbutamol,Inhaled
broncodilatadores,Anticholinergic
anticolinérgicos,Anticholinergic
xantínicos,Xanthine
inhalaciones,inhalations
"mentol+benzoína,",Menthol+benzoin
"mentol+eucaliptus,",Menthol+eucalyptus
"amoníaco+ipecacuana,",Ammonia+ipecacuanha
"ipecacuana+morfina,",Ipecacuanha+morphine
linctus,simple
jarabe,Syrup
triclofos,triclofos
clorpromacina,chlorpromazine
teoclato,Promethazine
antijaquecoso,Antimigraine agent
antimigrañoso,Antimigraine
antieméticos,Analgesics
mucato,Octin
n-ciclopropilmetilnorroximorfona,naltrexone
antipseudomona,Antipseudomonal
antipseudomonas,Antipseudomonal
"tetraciclina,",Compound
leishmanicida,Leishmaniacides
oxiuricida,Drugs
oxiuricidas,Drugs
ascaricida,ascaricide
ascaricidas,ascaricide
bifásica,Mixed
isófana,Biphasic
isofánica,Biphasic
miometriales,Myometrial
p-di-isobutilfenoxipolietoxietanol,p-di-isobutylphenoxypolyethox.
lubricantes,Vaginal
estramustinfosfato,Estramustinphosphate
"fluorouracil,",FLUOROURACIL
"fluorouracilo,",FLUOROURACIL
inmunosupresores,Cytotoxic
corticosteroide+otro,Steroids+immunosuppressants
corticosteroides+otros,Steroids+immunosuppressants
hierro+ácido,FOLIC
hierro-polisacárido,Iron
feredetato,NaFeEDTA
epoetina,EPO
epoetín,EPOB
fenilcetonúricos,PKU
hipoproteinemias,Hypoproteinemia
espesantes,Feed
amargos,Bitters
tónicos,tonic
"felbinac,",Felbinac
"3,17%,",Felbinac
"felbinaco,",Felbinac
"ketoprofeno,",Ketoprofen
"piroxicam,",Piroxicam
corticosteroide+antiinflamatorio,Corticoster
oftálmico),Corticoster
midriáticos,mydriatic/cycloplegic
"artificiales,",Tear
"hidrocortisona+neomicina,",Hydrocor+neomycin
"1%/0,5%,",Hydrocor+neomycin
antiinfecciosas,Compound
"benzocaína+cloroxilenol,",Benzoc+chloroxy
"2%/0,106%,",Benzoc+chloroxy
"hexetidina,",Hexetidine
"0,1%,colutorio",Hexetidine
"urea,",UREA
local+antipruriginoso,Local
calamina,calamine
"calamina,",Calamine
"crotamitón,",CROTAMITON
"lidocaína,",Lidocaine
"lignocaína,",Lidocaine
"benzocaína,",Benzocaine
"benzocaína+triclosan,",Benzocaine+triclosan
"1/0,2%,",Benzocaine+triclosan
"clioquinol+hidrocortisona,","Corque,"
"3%/1%,","Corque,"
"hidrocortisona+clioquinol,","Corque,"
"1%/3%,","Corque,"
"hidrocortisona+clotrimazol,",Hydrocort+clotrimaz
"1%/1%,",Hydrocort+clotrimaz
"betametasona+clioquinol,",Betamethas+clioq
"0,1/3%,",Betamethas+clioq
psoriasis+eccema,Preps
antiacné,acne
"tretinoína,",TRETINOIN
"0,025%,",TRETINOIN
verrugas+callos,Preps
"bromina,",Bromine
"formaldehído,",Formaldehyde
dimetiléter,Dimethyl-ether
camuflaje,camouflaging
champúes,Medicated
shampúes,Medicated
"yodopovidona,",Povidone-iodine
"cetoconazol,",KETOCONAZOLE
"ketoconazol,",KETOCONAZOLE
"mupirocina,",MUPIROCIN
"permetrina,",PERMETHRIN
"cetrimida,",Cetrimide
"polinoxilina,",Polynoxylin
desinfectantes,Disinfectants
cloradas,Chlorinated
esfacelante,Desloughing
exfoliantes,Desloughing
"heparinoide,",Heparinoid
"0,3%,",Heparinoid
neumococicas,Pneumococcal
"enflurano,",Enflurane
"isoflurano,",Isoflurane
"budesonida,",Topical
"fenol,",Phenol
naproxeno+misoprostol,Naproxen+misoprostol
dantrón+poloxámero,co-danthramer
poloxámero,poloxamer
dantrón+docusato,Co-danthrusate
antihemorroidal,Antihemorrhoidal agent
pipenzolato+dimeticona,Pipenzolate+dimeticone
acset,Acset
tioacetato,Acset
amilorida+diurético,Amiloride+thiazide
triamtereno+diurético,Triamterene+thiazide
espironolactona+diurético,Spironolact+thiazide
atenolol+diurético,Atenolol+diuretic
nadolol+diurético,Nadolol+diuretic
pindolol+diurético,Pindolol+diuretic
timolol+diurético,Timolol
captopril+diurético,Captopril+diuretic
enalapril+diurético,Enalapril
fibrato,Clofibrate
hipolipemiante,Clofibrate
beclometasona+salbutamol,Beclometasone+salbutamol
sodio+salbutamol,Sodium
clemastina+fenilpropanolamina,clemastine + PPA
"adrenalina,",Adrenaline
"epinefrina,",Adrenaline
"acetilcisteína,",Acetylcyst
registrados,Proprietary
comercialmente,Proprietary
inhalada,Inhaled
beneldopa,co-beneldopa
caolín+morfina,Kaolin+morphine
morfina+ciclizina,Morphine
"nicotina,",Nicotine
ampicilina+cloxacilina,Ampicillin+cloxacillin
cefuroxima+metronidazol,Cefuroxime+metronidazole
etambutol+isoniazida,Ethambutol
pivampicilina+pivmecilinam,Pivampicillin+pivmecillinam
"gentamicina,",Gentamicin
"fenoximetilpenicilina,",Phenoxymethylpen
"1,5%,",Gentamicin
rifampicina+isoniazida,ISONIAZID/RIFAMPIN
4-quinolona,4 Quinolone
4-quinolonas,4 Quinolone
4-quinolinona,4 Quinolone
piperazina+senósidos,Piperazine+sennosides
senósidos,Piperazine+sennosides
betametasona+ácido,Betamethasone+salicylic
betametasona+clioquinol,Betamethasone+clioquinol
betametasona+sulfato,Betamethasone+neomycin
betametasona+clotrimazol,Betamethasone+clotrimazole
clobetasona+oxitetraciclina+nistatina,Clobetasone+oxytet+nystatin
hidrocortisona+pramoxina,Hydrocortisone+pramoxine
hidrocortisona+crotamitón,Hydrocortisone+crotamiton
hidrocortisona+cloranfenicol,Hydrocortisone+chloramphenicol
hidrocortisona+neomcina,Hydrocortisone+neomycin
hidrocortisona+lidocaína,Hydrocortisone+lidocaine
hidrocortisona+lignocaína,Hydrocortisone+lidocaine
hidrocortisona+dimeticona,Hydrocortisone+dimethicone
'350',Hydrocortisone+dimethicone
hidrocortisona+miconazol,Hydrocortisone+miconazole
hidrocortisona+econazol,Hydrocortisone+econazole
hidrocortisona+ácido,Hydrocortisone+fusidic
hidrocortisona+fusidato,Hydrocortisone+sodium
hidrocortisona+gentamicina,Hydrocortisone+gentamicin
hidrocortisona+nistatina,Hydrocortisone+nystatin
hidrocortisona+hidroxiquinolina,Hydrocort+pot
hidrocortisona+oxitetraciclina,Hydrocortisone+oxytetracycline
hidrocortisona+clioquinol,Hydrocortisone+clioquinol
hidrocortisona+clorquinaldol,Hydrocortisone+chlorquinaldol
metilprednisolona+lidocaína,Methylprednisolone+lidocaine
metilprednisolona+lignocaína,Methylprednisolone+lidocaine
"0,001%,",Prednisolone
"0,003%,",Prednisolone
"0,01%,",Prednisolone
"0,03%,",Prednisolone
metilprednisolona+neomicina,Methylprednisolone+neomycin
triamcinolona+clortetraciclina,Triamcinol+chlortetracycline
triamcinolona+nistatina,Triamcinolone+nystatin
triamcinolona+econazol,Triamcinolone+econazole
triamcinolona+neomicina,Triamcinolone+neomycin
(porcina),Pork
"etinilestradiol,",Ethinyloest
mcg+progestágeno,Ethinyloest
"carbacol,",Carbachol
oxitocina+ergometrina,Oxytocin+ergometrine
ciproterona+etinilestradiol,Co-cyprindiol
perfluoroquímico,Perfluorochemical
(aminoácidos),IV
(grasas),Intravenous
(lípidos),Intravenous
(electrólitos/oligoelementos),IV
enteral+suplementaria,Enteral+supplement
renal/hepática/cetógena,Renal/liv
saborización,Flavoring
multivitamínicos+minerales,Multivitamin+mineral
"glucosa,",Glucose
"calcio+ergocalciferol,",Calcium
clinifeed,Clinifeed
forceval,Forceval
fortimel,Fortimel
fortisip,fortisip
liquisorb,Liquisorb
liquisorbon,Liquisorbon
nutrison,Nutrison
enrich,enrich
fortipudding,Fortipudding
maxisorb,Maxisorb
peptamen,Peptamen
provide,provide
"benzocaína+salicilamida,",Benzoc+salicylamide
"2%/5%,",Benzoc+salicylamide
ibuprofeno+fosfato,codeine
sódico+misoprostol,Diclofenac
emplasto,Poultice
cataplasma,Poultice
cataplasmas,Poultice
hipromelosa+fenilefrina,Hypromellose+phenylephrine
"sacarosa,",Sucrose
"cincocaína,",Dibucaine
"1,1%,",Dibucaine
"isotretinoína,",Isotretinoin
fenólicos,phenolic
"eludril,",Eludril
monoantigénica,Diphtheria
papaveretum+bromhidrato,Papaveretum+hyoscine
lidocaína+epinefrina,Lidocaine+adrenaline
lidocaína+adrenalina,Lidocaine+adrenaline
lignocaína+adrenalina,Lidocaine+adrenaline
lidocaína+clorhexidina,Lidocaine+chlorhexidine
lignocaína+clorhexidina,Lidocaine+chlorhexidine
lidocaína+fluoresceína,Lidocaine+fluorescein
lignocaína+fluoresceína,Lidocaine+fluorescein
bupivacaína+glucosa,Bupivacaine+glucose
dextrosa,Bupivacaine+glucose
bupivacaína+adrenalina,Bupivacaine+adrenaline
lidocaína+glucosa,Lignocaine
lignocaína+glucosa,Lignocaine
prilocaína+felipresina,Prilocaine+felypressin
cocaína+adrenalina,Cocaine+adrenaline
cocaína+epinefrina,Cocaine+adrenaline
cocaína+homatropina,Cocaine+homatropine
"cocaína,",Cocaine
"cocaína+adrenalina,",Cocaine+adren
"5%/0,02%,",Cocaine+adren
lidocaína-prilocaina,EMLA
"antiácido,",antacid
hispaghula,Ispaghula
"husk,",Ispaghula
dimeticona,Dimeticona
activada+hidrotalcita,Co-simalcite
cimetidina+alginato,Cimetidine+alginate
"local,",Local
"orgánico,",Organic
isrs,SSRI
alkil,Alkyl
"alquilsulfonato,",Alkyl
"sulfonato,",Alkyl
"etilenimina,",Ethyleneimine
"etileneimina,",Ethyleneimine
tetracíclico,Tetracyclic
"triaceno,",Triazene
"triazeno,",Triazene
benzodiazepínico,Benzodiazepine
benzodiacepínico,Benzodiazepine
"carbazepina,",Carbazepine
carbazepínico,Carbazepine
"carbamato,",Carbamate
"fenilefrina,",Phenylephrine
"timolol,",Timolol
inhalado,Inhaled
"isoprenalina,",Inhaled
"atropina,",Atropine
colfosceril,colfosceril
morfínico,Morphinan
cólchico,Colchicum
dinoprostona,Oral
misceláneos,Topical
quelante/antídoto,Chelating
colorante/saborizante,Coloring/flavoring
glicerol/glicol/macrogol,Glycerol/glycol/macrogol
lincomicina+derivado,Lincomycin+derivative
azólico,azole
imidazólico,Imidazole
triazólico,Triazole
antimicobacteriano,Antimycobacterial
antimicobacterianos,Antimycobacterial
hidrazídico,Hydrazide
"aminoquinolina,",Aminoquinolines
aminoquinolínico,Aminoquinolines
antimalárico,Aminoquinolines
"biguanida,",Biguanides
amidínico,Amidine
"quina,",Cinchona
"quinina,",Cinchona
"cinchona,",Cinchona
biguanídico,Biguanide
"antimonio,",Antimony
antimonial,Antimony
"diamidina,",Diamidine
diamidínico,Diamidine
"dicloroacetamida,",Dichloroacet.
antriprotozoos,Dichloroacet.
"hidroxiquinolina,",Hydroxyquinoline
hidroxiquinolínico,Hydroxyquinoline
"benzimidazol,",Benzimidazole
benzimidazólico,Benzimidazole
clorhexidina+cetrimida,Chlorhex+cetrimide prep.
cetrimida,cetrimide
pesticidas,Pyrethroid
piretroides,Pyrethroid
sufactante,Cationic
aldehídico,Aldehyde
cuaternario,Quaternary
"cuaternario,",Quaternary
"cuaternatio,",Quaternary
trifenilmetano,Triphenylmeth.
azocolorante,Triphenylmeth.
morfínicos,Morphinan
fenólico,Chlorinated
"codeína,",codeine
"oral,",Morphine
benzomorfano,Benzomorphan
paracetamol+cafeína,Paracetamol+caffeine
"testosterona,",testosterone
rectal/vaginal,Rectal/vaginal
estrógeno-progesterona,Estrogen+progestogen
estrógeno-progestágeno,Estrogen+progestogen
fásico,Phased
(respiratoria),Respiratory
respiratorio),Respiratory
(nasal),fluticasone
potasio+infusión,Potassium+saline
potasio+solución,Potassium+saline
"fisiológica,",Potassium+saline
ferrosa,Ferrous
"ferrosa,",Ferrous
dextrolyte,dextrolyte
glucolyte,GLUCOLYTE
gluco,GLUCOLYTE
rapolyte,Rapolyte
"guanetidina,",Guanethidine
estatina,Statin
ergotamínico,ergot
periférico/cerebral,Peripheral/cerebral
alfabloqueante,Alpha
antivaricoso,Antivaricose
encimático,Enzyme
propranolol+diurético,Propranolol+diuretic
acebutolol+diurético,Acebutolol+diuretic
metoprolol+diurético,Metoprolol+diuretic
oxprenolol+diurético,Oxprenolol+diuretic
sotalol+diurético,Sotalol
metildopa+diurético,Methyldopa+diuretic
lisinopril+diurético,Lisinopril+diuretic
lisinoprilo+diurético,Lisinopril+diuretic
diloxanida+metronidazol,Diloxanide+metronidazole
metronidazol+antifúngico,Metronidazole+antifungal
metronidazol+antimicótico,Metronidazole+antifungal
"dermatológica,",Barrier
premedicaciones,Anticholinergic
anticolinérgicas,Anticholinergic
"trasilol,",Trasylol
"trasylol,",Trasylol
repuesto,Budesonide
clinutren,Clinutren
advera,ADVERA
modjul,Modjul
opulets,Opulets
fluorescein,Opulets
"boots,",Boots
"veil,",Veil
"dermablend,",Dermablend
emsogen,Emsogen
"papaverina,",Papaverine
quelpo+ajo,Kelp+garlic product
"quelpo+ajo,",Kelp+garlic
orofaríngeos,Oropharyngeal
"multivitaminas+hierro,",Multivitamins+iron
(tratamiento),Iodine-131(therapy)
erbio-169,169-Er
renio-186,186Re
[186re],186Re
"glicocólico(14c),",Sodium-[14C]
"trioleína(14c),",14-C
"urea(14c),",Urea[14C]
57/58,Cobalt-57/58
tecnecio(99mtc),Technetium[99mTc]
"disofenin,",Technetium[99mTc]
"disofenina+tecnecio(99mtc),",Technetium[99mTc]
"disofenina,",Technetium[99mTc]
"mebrofenina+tecnecio(99mtc),",Technetium[99mTc]
"teboroxima,",Technetium[99mTc]
"sestamibi,",Technetium[99mTc]
"tiatida,",Technetium[99mTc]
"betiatida,",Technetium[99mTc]
exametazina,Technetium[99mTc]
"tecnecio(99mtc),",Technetium[99mTc]
"indio,",Indium
fortijuce,Fortijuce
formance,Formance
antídotos,Antidotes
preparaciones),Cyclopropane
"diatrizoato,",Diatrizoate
ferrita,Iron ferrite
ferrite,Iron
túneles,Tunneler
"estradiol,",Estradiol
[d]coma,Coma
prediabetes,Prediabetes
[x]accidentes,Traffic
profiláctica,chemoprophylaxis
[v]esterilización,Sterilization
[v]extracción,Admission
2-oxoisocaproato,2-oxoisocaproate
oxoisocaproato,2-oxoisocaproate
3-hidroxiisovalerato,3-hydroxyisovalerate
hidroxiisovalerato,3-hydroxyisovalerate
titulable,Titratable
valorable,Titratable
anti-adenovirus,Adenovirus
almecilina,Almecillin
nitrogenado,Alpha-amino
alfa-timosina,Alpha-thymosin
nitrogeno,Ammonia
anti-aspergillus,Aspergillus
poliblasto,Blasts
entregado,Blood
entrega,Blood
bolasterona,bolasterone
carboxi,Carboxy
tetrahidrocanabinol,Carboxy
anti-cardiolipina,Cardiolipin
cd44r,CD44R
anti-chlamydophila,Chlamydophila
coleterol,Free
"colilglicina,",Cholylglycine.conjugated
"glicocólico,",Cholylglycine.conjugated
metabolitos,Cyclosporin
"dehidroepiandrosterona,",Free
conjugadda,Free
antidesoxirribonucleoproteína,Deoxyribonucleoprotein
desclomipramina,Desclomipramine
desdoxepina,Desdoxepin
doxepina-retirado-,Doxepin
hcm,MCH - NOS
"estriol,",Estriol.conjugated
"estrona,",Estrone.unconjugated
anti-fasciola,Fasciola
esterificado,Fatty
esterificados,Fatty
"fibrina,",Fibrin.soluble
fumarilacetoacetato,fumarylacetoacetate
4-fumarilacetoacético,fumarylacetoacetate
anticanalículo,Gall
anti-giardia,Giardia
anti-haemophilus,Haemophilus
anti-hantavirus,Hantavirus
anti-helicobacter,Helicobacter
a<sub>3</sub>,Hemoglobin
f-texas,Hb
yoshizuka,Hemoglobin
heptacarboxilporfirina,Heptacarboxylporphyrin
anti-histona,Histone
anti-histoplasma,Histoplasma
b38(16),HLA-B38(16)
b44(12),HLA-B44(12)
b49(21),HLA-B49(21)
b51(5),HLA-B51(5)
hla-cw10(w3),HLA-Cw10(w3)
cw9(w3),HLA-Cw9(w3)
hla-cw9(w3),HLA-Cw9(w3)
dw11(w7),HLA-Dw11(w7)
dw17(w7),HLA-Dw17(w7)
dw18(w6),HLA-Dw18(w6)
dw19(w6),HLA-Dw19(w6)
totales,total
lisérgico,Lysergic
metacoproporfirina,Methcoproporphyrin
microcito,Microcyte
anti-orthorubulavirus,Mumps
parotitidis,Mumps
antisarcolema,Muscle
meningocócico,Neisseria
organocloruro,Organochloride
oximesterona,oxymesterone
p-metilhipurato,p-Methylhippurate
metilhipurato,Methylhippurate
para-metilhipurato,p-Methylhippurate
palmitoilfosfatidilcolina,Lecithin phosphorus
anti-penicillium,Penicillium
roqueforti,Penicillium
fenilcetona,Phenylketone
fenilcetonas,Phenylketone
pipemidato,pipemidate
acarboxiproteína,Acarboxy-protein
congéneres,Pyridoxine
reductoras,reducing
anti-orientia,Orientia
anti-amaranto,Pigweed
antiglándula,Salivary
anti-streptococcus,Streptococcus
biodisponible,Bioavailable
anti-triyodotironina,Anti-T3
aspirado,Asp
desplaquetado,PPP
intacta,Intact
pneumonectomía,Sleeve
"toracoscópica,",Endoscopic
electroeyaculación,Electroejaculation
intracervical,Intracervical
ecograma,US
toxicológica,Drug
acetaminofén,Paracetamol
electrólito-calcio,ionize calcium
cu++,Cu
androstanolona,DIHYDROTESTOSTERONE
dihidrotestosterona,DIHYDROTESTOSTERONE
glicosiladas,Glycated
"cetógenos,",ASSAY
mg++,Mg++
se++,Se
zn++,Zn
ch>50<,CH50
prenatal/posnatal,maternity
estremecimiento,Shuddering
estremecimientos,Shuddering
hemiplejias,Other
cuadriple,Quadriplegia
eritematoescamosas,Erythmtsquamous
discromías,Other
solas,No
postmicción,post
postvaciamiento,post
continuas,Continuous
incontinencias,Oth
sgpt,SGPT
eicosatetraenoicos,Eicosatetraenoic
n-acetilgalactosamina-4-sulfatasa,Arylsulfatase B
crioproteína,Cryoprotein
crioprotreína,Cryoprotein
dimetilaminoazobenceno,Dimethylaminoazobenzene
impetigo,Impetigo
celebes,Celebes
sulavesi,Celebes
zuzon,Ragwort
jacobea,Ragwort
d-serina,D-serine
estereoisómeros,Stereoisomer
europaeum,Heliotrope
(cuerpo,Sun
celeste),Sun
fosfonoformiato,Phosphonoformate
crocus,Crocus
desoxiadenílico,dAMP
17-hidroxipregnenolona,17a-Pregnenolone
hidroxipregnenolona,17a-Pregnenolone
17-alfa-hidroxipregnenolona,17a-Pregnenolone
cajeput,CAJEPUT
cajuput,Cajuput
recetarios,Cookbook
fotocopiado,photocopy
reprografía,photocopy
deltavirus,Deltavirus
interina,DENT
elberfeld,ME
planillas,Form
libertarismo,Libertarianism
mejoramiento,ENHANCEMENT
edematosas,Edematous
sabia,Sabia
merosina,Merosin
irmf,fMRI
enns,NHANES
bastoncillos,cone
gronblad-strandberg,Gronblad-Strandberg
(fisiologia),MIND
oryzavirus,Oryzavirus
represiva,Repressed
empírica,Empirical
prioridad,Priority
remotas,Remote
(robótica),Remote
telerobótica,telerobotic
telerrobótica,telerobotic
tele-robótica,telerobotic
barre-lieou,Neri-Barre
barré-lieou,Neri-Barre
cuboides,Cuboid
denuncia,blow
irregularidades,blow
nannomonas,Nannomona
virtuales,Virtual
gongfu,Gongfu
tai-i,Taiji
taiji,Taiji
granulovirus,gv
betabaculovirus,gv
perspectiva,Patient
rehabilitadora,NURS
hipertexto,Hypertext
hipermedia,Hypermedia
biorreactores,Bioreactor
persico,Persian
índico,Indian
precondicionamiento,Myocardial
preacondicionamiento,Myocardial
isquémico,Ischemic
ecoendoscopía,ENDOSONOGR
endosonografía,ENDOSONOGR
reductor,Reductant
jurkat,Jurkat
somitos,Somite
pretrasplante,CONDITIONING
pretrasplantación,CONDITIONING
fototransducción,Phototransduction
potyviridae,Potyviridae
bromoviridae,Bromoviridae
alfamovirus,Alfamovirus
comoviridae,Comoviridae
fabavirus,Fabavirus
tombusviridae,Tombusviridae
carmovirus,Carmovirus
avance,Mandibular
avanzamiento,Mandibular
sequiviridae,Sequiviridae
sequivirus,Sequivirus
waikavirus,Waikavirus
anthriscus,Waikavirus
badnavirus,Badnavirus
totiviridae,Totiviridae
totivirus,Totivirus
giardiavirus,Giardiavirus
leishmaniavirus,Leishmaniavirus
astroviridae,Astrovirus
aquabirnavirus,Aquabirnavirus
